meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
FINA/airweave Swimming World Cup 2016,29.02,05/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,14,14,977,Dubai,UAE
14th FINA World Swimming Championships (25m) 2018,29.05,12/12/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,15,15,958,Hangzhou,CHN
FINA Swimming World Cup 2013,29.06,10/11/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,16,16,973,Tokyo,JPN
13th FINA World Swimming Championships (25m) 2016,29.09,06/12/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,17,17,970,Windsor,CAN
13th FINA World Swimming Championships (25m) 2016,29.11,07/12/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,18,18,968,Windsor,CAN
FINA/MASTBANK Swimming World Cup 2014,29.12,01/09/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,19,19,,Dubai,UAE
FINA/MASTBANK Swimming World Cup 2014,29.12,28/08/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,19,20,967,Doha,QAT
FINA/airweave Swimming World Cup 2016,29.15,01/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,21,21,964,Beijing,CHN
FINA/MASTBANK Swimming World Cup 2014,29.15,25/10/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,21,22,964,Beijing,CHN
FINA/MASTBANK Swimming World Cup 2014,29.15,01/09/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,21,23,,Dubai,UAE
FINA Swimming World Cup 2018,29.16,04/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,24,24,947,Beijing,CHN
FINA Swimming World Cup 2018,29.18,30/09/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,25,25,945,Eindhoven,NED
ISL 2020 Season - Match 2,29.20,18/10/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,26,26,935,Budapest,HUN
FINA/airweave Swimming World Cup 2016,29.20,30/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,26,27,959,Hong Kong,HKG
FINA Swimming World Cup 2013,29.20,14/11/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,26,28,959,Beijing,CHN
FINA/MASTBANK Swimming World Cup 2014,29.21,28/08/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,29,29,958,Doha,QAT
FINA Swimming World Cup 2013,29.21,11/08/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,29,30,958,Berlin,GER
FINA/airweave Swimming World Cup 2016,29.25,27/08/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,31,31,954,Paris-Chartres,FRA
FINA Swimming World Cup 2013,29.25,21/10/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,31,32,954,Doha,QAT
FINA/airweave Swimming World Cup 2017,29.26,01/10/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,33,33,937,Hong Kong,HKG
ISL 2019 Season,29.27,26/10/2019,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,34,34,928,Budapest,HUN
FINA/airweave Swimming World Cup 2017,29.29,19/11/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,35,35,934,Singapore,SGP
FINA Swimming World Cup 2013,29.29,06/11/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,35,36,950,Singapore,SGP
ISL 2020 Season - Semifinal 1,29.30,14/11/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,37,37,926,Budapest,HUN
ISL 2019 Season,29.31,19/10/2019,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,38,38,925,Lewisville,USA
FINA Swimming World Cup 2013,29.31,11/08/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,38,39,948,Berlin,GER
ISL 2019 Season,29.32,23/11/2019,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,40,40,924,London,GBR
FINA/airweave Swimming World Cup 2017,29.32,11/08/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,40,41,947,Eindhoven,NED
FINA/airweave Swimming World Cup 2016,29.33,26/08/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,42,42,946,Paris-Chartres,FRA
FINA Swimming World Cup 2013,29.33,13/10/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,42,43,946,Moscow,RUS
FINA/MASTBANK Swimming World Cup 2014,29.35,30/09/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,44,44,944,Hong Kong,HKG
FINA/airweave Swimming World Cup 2017,29.37,07/08/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,45,45,942,Berlin,GER
FINA/airweave Swimming World Cup 2016,29.38,29/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,46,46,941,Hong Kong,HKG
FINA Swimming World Cup 2013,29.38,18/10/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,46,47,941,Dubai,UAE
FINA/airweave Swimming World Cup 2017,29.42,05/10/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,48,48,922,Doha,QAT
FINA Swimming World Cup 2013,29.42,08/08/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,48,49,938,Eindhoven,NED
ISL 2020 Season - Match 10,29.44,09/11/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,50,50,912,Budapest,HUN
FINA Swimming World Cup 2013,29.44,08/08/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,50,51,936,Eindhoven,NED
FINA/airweave Swimming World Cup 2017,29.46,02/08/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,52,52,934,Moscow,RUS
12th FINA World Swimming Championships (25m) 2014,29.46,06/12/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,52,53,934,Doha,QAT
14th FINA World Swimming Championships (25m) 2018,29.48,15/12/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,54,54,916,Hangzhou,CHN
13th FINA World Swimming Championships (25m) 2016,29.48,06/12/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,54,55,932,Windsor,CAN
FINA/airweave Swimming World Cup 2016,29.48,05/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,54,56,932,Dubai,UAE
12th FINA World Swimming Championships (25m) 2014,29.48,03/12/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,54,57,932,Doha,QAT
14th FINA World Swimming Championships (25m) 2018,29.54,11/12/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,58,58,911,Hangzhou,CHN
FINA/airweave Swimming World Cup 2016,29.54,25/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,58,59,926,Tokyo,JPN
FINA Swimming World Cup 2013,29.54,10/11/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,58,60,926,Tokyo,JPN
FINA Swimming World Cup 2013,29.54,09/11/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,58,61,926,Tokyo,JPN
FINA/airweave Swimming World Cup 2017,29.56,12/08/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,62,62,924,Eindhoven,NED
FINA/airweave Swimming World Cup 2017,29.57,10/11/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,63,63,908,Beijing,CHN
ISL 2020 Season - Final,29.58,22/11/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,64,64,900,Budapest,HUN
FINA/airweave Swimming World Cup 2016,29.58,22/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,64,65,922,Singapore,SGP
FINA/MASTBANK Swimming World Cup 2014,29.58,01/11/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,64,66,922,Singapore,SGP
FINA/airweave Swimming World Cup 2016,29.60,21/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,67,67,921,Singapore,SGP
ISL 2020 Season - Match 5,29.61,31/10/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,68,68,897,Budapest,HUN
ISL 2020 Season - Semifinal 1,29.62,15/11/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,69,69,896,Budapest,HUN
ISL 2020 Season - Match 8,29.62,06/11/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,69,70,896,Budapest,HUN
FINA/MASTBANK Swimming World Cup 2014,29.62,30/09/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,69,71,919,Hong Kong,HKG
11th FINA World Swimming Championships (25m) 2012,29.62,12/12/2012,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,69,72,919,Istanbul,TUR
FINA/airweave Swimming World Cup 2016,29.63,04/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,73,73,918,Dubai,UAE
FINA Swimming World Cup 2013,29.63,20/10/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,73,74,918,Doha,QAT
FINA Swimming World Cup 2013,29.64,14/11/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,75,75,917,Beijing,CHN
ISL 2020 Season - Match 8,29.65,05/11/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,76,76,893,Budapest,HUN
FINA Swimming World Cup 2013,29.65,07/08/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,76,77,916,Eindhoven,NED
ISL 2020 Season - Match 5,29.66,30/10/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,78,78,892,Budapest,HUN
FINA/airweave Swimming World Cup 2017,29.66,15/11/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,78,79,900,Tokyo,JPN
FINA/MASTBANK Swimming World Cup 2014,29.66,29/10/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,78,80,915,Tokyo,JPN
FINA/MASTBANK Swimming World Cup 2014,29.66,31/08/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,78,81,,Dubai,UAE
FINA Swimming World Cup 2018,29.67,10/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,82,82,899,Tokyo,JPN
11th FINA World Swimming Championships (25m) 2012,29.67,13/12/2012,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,82,83,914,Istanbul,TUR
ISL 2020 Season - Final,29.68,22/11/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,84,84,891,Budapest,HUN
FINA/MASTBANK Swimming World Cup 2014,29.69,28/10/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,85,85,912,Tokyo,JPN
FINA Swimming World Cup 2018,29.70,06/10/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,86,86,896,Budapest,HUN
FINA/MASTBANK Swimming World Cup 2014,29.70,29/09/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,86,87,911,Hong Kong,HKG
FINA Swimming World Cup 2013,29.71,18/10/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,88,88,910,Dubai,UAE
11th FINA World Swimming Championships (25m) 2012,29.72,12/12/2012,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,89,89,909,Istanbul,TUR
FINA/airweave Swimming World Cup 2017,29.73,02/08/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,90,90,909,Moscow,RUS
FINA Swimming World Cup 2013,29.73,07/08/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,90,91,909,Eindhoven,NED
FINA/airweave Swimming World Cup 2016,29.74,30/08/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,92,92,908,Berlin,GER
FINA Swimming World Cup 2018,29.75,05/10/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,93,93,892,Budapest,HUN
ISL 2019 Season,29.77,20/10/2019,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,94,94,882,Lewisville,USA
FINA Swimming World Cup 2013,29.78,13/11/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,95,95,904,Beijing,CHN
FINA/airweave Swimming World Cup 2017,29.79,18/11/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,96,96,888,Singapore,SGP
FINA Swimming World Cup 2018,29.80,03/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,97,97,887,Beijing,CHN
FINA/MASTBANK Swimming World Cup 2014,29.80,25/10/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,97,98,902,Beijing,CHN
FINA/airweave Swimming World Cup 2017,29.81,05/10/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,99,99,886,Doha,QAT
13th FINA World Swimming Championships (25m) 2016,29.82,10/12/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,100,100,900,Windsor,CAN
ISL 2020 Season - Final,29.83,22/11/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,101,101,877,Budapest,HUN
FINA/MASTBANK Swimming World Cup 2014,29.83,02/11/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,101,102,899,Singapore,SGP
FINA Swimming World Cup 2018,29.87,16/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,103,103,881,Singapore,SGP
Canada Cup 2012,29.87,23/11/2012,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,103,104,896,Toronto,CAN
ISL 2020 Season - Match 5,29.89,31/10/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,105,105,872,Budapest,HUN
FINA Swimming World Cup 2013,29.89,05/11/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,105,106,894,Singapore,SGP
FINA Swimming World Cup 2013,29.89,10/08/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,105,107,894,Berlin,GER
ISL 2020 Season - Match 5,29.90,31/10/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,108,108,871,Budapest,HUN
12th FINA World Swimming Championships (25m) 2014,29.91,05/12/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,109,109,892,Doha,QAT
FINA/airweave Swimming World Cup 2016,29.92,30/09/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,110,110,891,Beijing,CHN
FINA/airweave Swimming World Cup 2016,29.93,08/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,111,111,890,Doha,QAT
FINA Swimming World Cup 2018,29.94,30/09/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,112,112,875,Eindhoven,NED
FINA Swimming World Cup 2013,29.94,17/10/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,112,113,890,Dubai,UAE
FINA/airweave Swimming World Cup 2017,29.95,10/11/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,114,114,874,Beijing,CHN
FINA Swimming World Cup 2013,29.95,21/10/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,114,115,889,Doha,QAT
FINA Swimming World Cup 2018,29.96,17/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,116,116,873,Singapore,SGP
ISL 2019 Season,29.97,27/10/2019,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,117,117,865,Budapest,HUN
FINA/MASTBANK Swimming World Cup 2014,29.98,24/10/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,118,118,886,Beijing,CHN
ISL 2020 Season - Match 8,30.00,06/11/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,119,119,862,Budapest,HUN
14th FINA World Swimming Championships (25m) 2018,30.00,11/12/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,119,120,870,Hangzhou,CHN
FINA/airweave Swimming World Cup 2016,30.01,26/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,121,121,883,Tokyo,JPN
FINA/airweave Swimming World Cup 2016,30.03,30/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,122,122,882,Hong Kong,HKG
ISL 2020 Season - Match 8,30.05,06/11/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,123,123,858,Budapest,HUN
14th FINA World Swimming Championships (25m) 2018,30.07,14/12/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,124,124,864,Hangzhou,CHN
FINA Swimming World Cup 2013,30.08,09/11/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,125,125,877,Tokyo,JPN
FINA/airweave Swimming World Cup 2016,30.11,27/08/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,126,126,875,Paris-Chartres,FRA
FINA/airweave Swimming World Cup 2017,30.14,30/09/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,127,127,858,Hong Kong,HKG
FINA/airweave Swimming World Cup 2017,30.16,04/10/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,128,128,856,Doha,QAT
FINA/MASTBANK Swimming World Cup 2014,30.16,29/10/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,128,129,870,Tokyo,JPN
ISL 2020 Season - Match 8,30.17,06/11/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,130,130,848,Budapest,HUN
FINA/airweave Swimming World Cup 2016,30.17,25/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,130,131,869,Tokyo,JPN
ISL 2020 Season - Match 10,30.18,10/11/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,132,132,847,Budapest,HUN
FINA Swimming World Cup 2018,30.18,04/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,132,133,854,Beijing,CHN
FINA Swimming World Cup 2018,30.18,29/09/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,132,134,854,Eindhoven,NED
FINA/MASTBANK Swimming World Cup 2014,30.18,27/08/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,132,135,868,Doha,QAT
10th FINA World Swimming Championships (25m) 2010,30.19,15/12/2010,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,136,136,868,Dubai,UAE
ISL 2019 Season,30.20,24/11/2019,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,137,137,845,London,GBR
11th FINA World Swimming Championships (25m) 2012,30.20,15/12/2012,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,137,138,867,Istanbul,TUR
10th FINA World Swimming Championships (25m) 2010,30.22,16/12/2010,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,139,139,865,Dubai,UAE
FINA/MASTBANK Swimming World Cup 2014,30.23,28/10/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,140,140,864,Tokyo,JPN
Canada Cup 2012,30.23,23/11/2012,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,140,141,864,Toronto,CAN
FINA/airweave Swimming World Cup 2016,30.24,01/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,142,142,863,Beijing,CHN
FINA Swimming World Cup 2013,30.24,13/10/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,142,143,863,Moscow,RUS
ISL 2020 Season - Match 2,30.26,19/10/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,144,144,840,Budapest,HUN
ISL 2020 Season - Match 5,30.28,31/10/2020,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,145,145,839,Budapest,HUN
FINA/MASTBANK Swimming World Cup 2014,30.28,31/08/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,145,146,,Dubai,UAE
FINA Swimming World Cup 2018,30.30,11/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,147,147,844,Tokyo,JPN
